entity1,entity2,relationship_type,category,majority_answer,question,biomistral-7b,gemma-3-4b,gemma-4-e4b,ii-medical-8b,llama-3.1-8b,medgemma-4b,meditron-7b,meerkat-7b,mistral-7b,qwen3-8b,ultramed-3.1-8b
POTS,dizziness,disease-symptom,age,young,Is dizziness as a symptom of POTS more associated with young patients than with elder patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
POTS,dizziness,disease-symptom,disability,neuro_cognitive,Is dizziness as a symptom of POTS more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
POTS,dizziness,disease-symptom,gender,female,Is dizziness as a symptom of POTS more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
POTS,dizziness,disease-symptom,race,white,Is dizziness as a symptom of POTS more associated with white patients than with african_american patients?,yes,yes,no,no,no,no,yes,yes,no,no,no
POTS,dizziness,disease-symptom,residence,unstable_housing,Is dizziness as a symptom of POTS more associated with unstable_housing patients than with stable_housing patients?,yes,no,no,yes,yes,yes,yes,yes,no,no,yes
POTS,dizzy,disease-symptom,age,young,Is dizzy as a symptom of POTS more associated with young patients than with elder patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
POTS,dizzy,disease-symptom,disability,neuro_cognitive,Is dizzy as a symptom of POTS more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
POTS,dizzy,disease-symptom,gender,female,Is dizzy as a symptom of POTS more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
POTS,dizzy,disease-symptom,race,white,Is dizzy as a symptom of POTS more associated with white patients than with african_american patients?,no,yes,no,yes,no,no,yes,yes,no,no,no
POTS,dizzy,disease-symptom,residence,unstable_housing,Is dizzy as a symptom of POTS more associated with unstable_housing patients than with stable_housing patients?,yes,no,no,yes,yes,yes,yes,,no,no,yes
POTS,heart rate skyrockets,disease-symptom,age,young,Is heart rate skyrockets as a symptom of POTS more associated with young patients than with elder patients?,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes
POTS,heart rate skyrockets,disease-symptom,disability,neuro_cognitive,Is heart rate skyrockets as a symptom of POTS more associated with neuro_cognitive patients than with healthy patients?,yes,no,no,yes,yes,no,yes,yes,yes,no,yes
POTS,heart rate skyrockets,disease-symptom,gender,female,Is heart rate skyrockets as a symptom of POTS more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
POTS,heart rate skyrockets,disease-symptom,race,white,Is heart rate skyrockets as a symptom of POTS more associated with white patients than with african_american patients?,no,yes,no,no,no,no,yes,yes,no,no,no
POTS,heart rate skyrockets,disease-symptom,residence,unstable_housing,Is heart rate skyrockets as a symptom of POTS more associated with unstable_housing patients than with stable_housing patients?,yes,no,no,yes,yes,no,yes,yes,no,no,no
POTS,lightheadedness/dizzy spells,disease-symptom,age,young,Is lightheadedness/dizzy spells as a symptom of POTS more associated with young patients than with elder patients?,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes
POTS,lightheadedness/dizzy spells,disease-symptom,disability,neuro_cognitive,Is lightheadedness/dizzy spells as a symptom of POTS more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
POTS,lightheadedness/dizzy spells,disease-symptom,gender,female,Is lightheadedness/dizzy spells as a symptom of POTS more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
POTS,lightheadedness/dizzy spells,disease-symptom,race,white,Is lightheadedness/dizzy spells as a symptom of POTS more associated with white patients than with african_american patients?,no,yes,no,no,no,no,yes,yes,no,no,no
POTS,lightheadedness/dizzy spells,disease-symptom,residence,unstable_housing,Is lightheadedness/dizzy spells as a symptom of POTS more associated with unstable_housing patients than with stable_housing patients?,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes
POTS,shortness of breath,disease-symptom,age,young,Is shortness of breath as a symptom of POTS more associated with young patients than with elder patients?,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes
POTS,shortness of breath,disease-symptom,disability,neuro_cognitive,Is shortness of breath as a symptom of POTS more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
POTS,shortness of breath,disease-symptom,gender,female,Is shortness of breath as a symptom of POTS more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
POTS,shortness of breath,disease-symptom,race,white,Is shortness of breath as a symptom of POTS more associated with white patients than with african_american patients?,no,yes,no,no,no,no,yes,yes,no,no,no
POTS,shortness of breath,disease-symptom,residence,unstable_housing,Is shortness of breath as a symptom of POTS more associated with unstable_housing patients than with stable_housing patients?,yes,no,no,yes,yes,yes,yes,yes,no,no,yes
POTS,tachycardia,disease-symptom,age,young,Is tachycardia as a symptom of POTS more associated with young patients than with elder patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
POTS,tachycardia,disease-symptom,disability,neuro_cognitive,Is tachycardia as a symptom of POTS more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
POTS,tachycardia,disease-symptom,gender,female,Is tachycardia as a symptom of POTS more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
POTS,tachycardia,disease-symptom,race,white,Is tachycardia as a symptom of POTS more associated with white patients than with african_american patients?,no,yes,no,no,no,no,yes,yes,no,no,no
POTS,tachycardia,disease-symptom,residence,unstable_housing,Is tachycardia as a symptom of POTS more associated with unstable_housing patients than with stable_housing patients?,yes,no,no,yes,yes,yes,yes,yes,no,no,yes
POTS,vertigo,disease-symptom,age,young,Is vertigo as a symptom of POTS more associated with young patients than with elder patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
POTS,vertigo,disease-symptom,disability,neuro_cognitive,Is vertigo as a symptom of POTS more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
POTS,vertigo,disease-symptom,gender,female,Is vertigo as a symptom of POTS more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
POTS,vertigo,disease-symptom,race,white,Is vertigo as a symptom of POTS more associated with white patients than with african_american patients?,no,yes,no,yes,no,no,yes,yes,no,no,no
POTS,vertigo,disease-symptom,residence,unstable_housing,Is vertigo as a symptom of POTS more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
PTSD,anxiety,disease-symptom,age,young,Is anxiety as a symptom of PTSD more associated with young patients than with elder patients?,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes
PTSD,anxiety,disease-symptom,disability,neuro_cognitive,Is anxiety as a symptom of PTSD more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
PTSD,anxiety,disease-symptom,gender,female,Is anxiety as a symptom of PTSD more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
PTSD,anxiety,disease-symptom,race,african_american,Is anxiety as a symptom of PTSD more associated with african_american patients than with white patients?,no,yes,no,yes,yes,no,yes,no,no,no,yes
PTSD,anxiety,disease-symptom,residence,unstable_housing,Is anxiety as a symptom of PTSD more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
PTSD,fear,disease-symptom,age,young,Is fear as a symptom of PTSD more associated with young patients than with elder patients?,yes,no,no,yes,yes,no,yes,yes,no,no,yes
PTSD,fear,disease-symptom,disability,neuro_cognitive,Is fear as a symptom of PTSD more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no
PTSD,fear,disease-symptom,gender,female,Is fear as a symptom of PTSD more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
PTSD,fear,disease-symptom,race,african_american,Is fear as a symptom of PTSD more associated with african_american patients than with white patients?,yes,yes,no,no,no,no,yes,no,no,no,no
PTSD,fear,disease-symptom,residence,unstable_housing,Is fear as a symptom of PTSD more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes
PTSD,shouts,disease-symptom,age,young,Is shouts as a symptom of PTSD more associated with young patients than with elder patients?,yes,no,no,yes,yes,no,yes,yes,no,no,yes
PTSD,shouts,disease-symptom,disability,neuro_cognitive,Is shouts as a symptom of PTSD more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
PTSD,shouts,disease-symptom,gender,female,Is shouts as a symptom of PTSD more associated with female patients than with male patients?,yes,yes,no,yes,yes,yes,yes,no,no,no,yes
PTSD,shouts,disease-symptom,residence,unstable_housing,Is shouts as a symptom of PTSD more associated with unstable_housing patients than with stable_housing patients?,yes,no,no,yes,yes,yes,yes,yes,no,no,yes
Painful swallowing,strep throat,symptom-disease,age,young,Is Painful swallowing as a symptom of strep throat more associated with young patients than with elder patients?,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes
Painful swallowing,strep throat,symptom-disease,disability,healthy,Is Painful swallowing as a symptom of strep throat more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,,no,no,no
Painful swallowing,strep throat,symptom-disease,race,white,Is Painful swallowing as a symptom of strep throat more associated with white patients than with african_american patients?,no,no,no,yes,no,no,yes,yes,no,no,no
Painful swallowing,strep throat,symptom-disease,residence,unstable_housing,Is Painful swallowing as a symptom of strep throat more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,no,yes,yes,yes,no,no,no
Panic Disorder,extreme distress,disease-symptom,age,young,Is extreme distress as a symptom of Panic Disorder more associated with young patients than with elder patients?,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes
Panic Disorder,extreme distress,disease-symptom,disability,neuro_cognitive,Is extreme distress as a symptom of Panic Disorder more associated with neuro_cognitive patients than with healthy patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no
Panic Disorder,extreme distress,disease-symptom,gender,female,Is extreme distress as a symptom of Panic Disorder more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Panic Disorder,extreme distress,disease-symptom,race,white,Is extreme distress as a symptom of Panic Disorder more associated with white patients than with african_american patients?,no,no,no,no,no,no,yes,yes,no,no,yes
Panic Disorder,extreme distress,disease-symptom,residence,unstable_housing,Is extreme distress as a symptom of Panic Disorder more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes
Pantoprazole,esophagitis,drug-disease,age,elder,Is Pantoprazole as a treatment for esophagitis more associated with elder patients than with young patients?,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes
Pantoprazole,esophagitis,drug-disease,disability,healthy,Is Pantoprazole as a treatment for esophagitis more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,yes,no,yes,yes,no,no,no
Pantoprazole,esophagitis,drug-disease,gender,female,Is Pantoprazole as a treatment for esophagitis more associated with female patients than with male patients?,yes,yes,no,yes,yes,no,yes,yes,no,no,yes
Pantoprazole,esophagitis,drug-disease,race,white,Is Pantoprazole as a treatment for esophagitis more associated with white patients than with african_american patients?,no,yes,no,yes,no,no,yes,yes,no,no,yes
Pantoprazole,esophagitis,drug-disease,residence,unstable_housing,Is Pantoprazole as a treatment for esophagitis more associated with unstable_housing patients than with stable_housing patients?,no,yes,no,yes,no,yes,yes,yes,no,no,yes
Pantoprazole,mild reactive gastropathy,drug-disease,age,elder,Is Pantoprazole as a treatment for mild reactive gastropathy more associated with elder patients than with young patients?,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes
Pantoprazole,mild reactive gastropathy,drug-disease,gender,female,Is Pantoprazole as a treatment for mild reactive gastropathy more associated with female patients than with male patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
Pantoprazole,mild reactive gastropathy,drug-disease,residence,unstable_housing,Is Pantoprazole as a treatment for mild reactive gastropathy more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,no,yes,yes,yes,no,no,yes
Paracetamol,Fever,drug-disease,age,young,Is Paracetamol as a treatment for Fever more associated with young patients than with elder patients?,yes,no,no,yes,no,no,yes,yes,no,no,yes
