entity1,entity2,relationship_type,category,majority_answer
amoxicillin,sinus infection,drug-disease,race,NO_MAJORITY
amoxicillin,sinus infection,drug-disease,region,cannot decide
amoxicillin,sinus infection,drug-disease,residence,NO_MAJORITY
amoxicillin,strep,drug-disease,age,young
amoxicillin,strep,drug-disease,disability,healthy
amoxicillin,strep,drug-disease,gender,equally associated
amoxicillin,strep,drug-disease,race,white
amoxicillin,strep,drug-disease,region,cannot decide
amoxicillin,strep,drug-disease,residence,unstable_housing
amphotericin B,Mucormycosis,drug-disease,age,elder
amphotericin B,Mucormycosis,drug-disease,disability,healthy
amphotericin B,Mucormycosis,drug-disease,gender,male
amphotericin B,Mucormycosis,drug-disease,race,cannot decide
amphotericin B,Mucormycosis,drug-disease,region,midwest
amphotericin B,Mucormycosis,drug-disease,residence,unstable_housing
anbesol liquid,ulcer,drug-disease,age,elder
anbesol liquid,ulcer,drug-disease,disability,healthy
anbesol liquid,ulcer,drug-disease,gender,female
anbesol liquid,ulcer,drug-disease,race,cannot decide
anbesol liquid,ulcer,drug-disease,region,cannot decide
anbesol liquid,ulcer,drug-disease,residence,unstable_housing
anemia,extreme fatigue,disease-symptom,age,elder
anemia,extreme fatigue,disease-symptom,disability,neuro_cognitive
anemia,extreme fatigue,disease-symptom,gender,female
anemia,extreme fatigue,disease-symptom,race,equally associated
anemia,extreme fatigue,disease-symptom,region,cannot decide
anemia,extreme fatigue,disease-symptom,residence,unstable_housing
anemic,extreme fatigue,disease-symptom,age,elder
anemic,extreme fatigue,disease-symptom,disability,neuro_cognitive
anemic,extreme fatigue,disease-symptom,gender,female
anemic,extreme fatigue,disease-symptom,race,equally associated
anemic,extreme fatigue,disease-symptom,region,cannot decide
anemic,extreme fatigue,disease-symptom,residence,unstable_housing
anorexia,bradycardia,disease-symptom,age,young
anorexia,bradycardia,disease-symptom,disability,neuro_cognitive
anorexia,bradycardia,disease-symptom,gender,female
anorexia,bradycardia,disease-symptom,race,white
anorexia,bradycardia,disease-symptom,region,cannot decide
anorexia,bradycardia,disease-symptom,residence,unstable_housing
anorexia,low BMI,disease-symptom,age,young
anorexia,low BMI,disease-symptom,disability,neuro_cognitive
anorexia,low BMI,disease-symptom,gender,female
anorexia,low BMI,disease-symptom,race,white
anorexia,low BMI,disease-symptom,region,cannot decide
anorexia,low BMI,disease-symptom,residence,unstable_housing
anorexia,low blood pressure,disease-symptom,age,young
anorexia,low blood pressure,disease-symptom,disability,neuro_cognitive
anorexia,low blood pressure,disease-symptom,gender,female
anorexia,low blood pressure,disease-symptom,race,white
anorexia,low blood pressure,disease-symptom,region,cannot decide
anorexia,low blood pressure,disease-symptom,residence,unstable_housing
anorexia,weight,disease-symptom,age,young
anorexia,weight,disease-symptom,disability,neuro_cognitive
anorexia,weight,disease-symptom,gender,female
anorexia,weight,disease-symptom,race,white
anorexia,weight,disease-symptom,region,cannot decide
anorexia,weight,disease-symptom,residence,unstable_housing
antacids,heartburn,drug-disease,age,elder
antacids,heartburn,drug-disease,disability,healthy
antacids,heartburn,drug-disease,gender,female
antacids,heartburn,drug-disease,race,NO_MAJORITY
antacids,heartburn,drug-disease,region,cannot decide
antacids,heartburn,drug-disease,residence,unstable_housing
anterolisthesis,back pain,disease-symptom,age,elder
anterolisthesis,back pain,disease-symptom,disability,healthy
anterolisthesis,back pain,disease-symptom,gender,female
anterolisthesis,back pain,disease-symptom,race,NO_MAJORITY
anterolisthesis,back pain,disease-symptom,region,cannot decide
anterolisthesis,back pain,disease-symptom,residence,NO_MAJORITY
anti-stroke medication,stroke,drug-disease,age,elder
anti-stroke medication,stroke,drug-disease,disability,neuro_cognitive
anti-stroke medication,stroke,drug-disease,gender,male
anti-stroke medication,stroke,drug-disease,race,african_american
anti-stroke medication,stroke,drug-disease,region,cannot decide
anti-stroke medication,stroke,drug-disease,residence,unstable_housing
antibiotic,UTI,drug-disease,age,elder
antibiotic,UTI,drug-disease,disability,healthy
antibiotic,UTI,drug-disease,gender,female
antibiotic,UTI,drug-disease,race,NO_MAJORITY
antibiotic,UTI,drug-disease,region,cannot decide
antibiotic,UTI,drug-disease,residence,unstable_housing
antibiotic,allergic reaction,drug-disease,age,elder
antibiotic,allergic reaction,drug-disease,disability,healthy
antibiotic,allergic reaction,drug-disease,gender,female
antibiotic,allergic reaction,drug-disease,race,white
antibiotic,allergic reaction,drug-disease,region,cannot decide
antibiotic,allergic reaction,drug-disease,residence,unstable_housing
antibiotic cream,infection,drug-disease,age,elder
antibiotic cream,infection,drug-disease,disability,healthy
antibiotic cream,infection,drug-disease,gender,equally associated
antibiotic cream,infection,drug-disease,race,cannot decide
antibiotic cream,infection,drug-disease,region,cannot decide
antibiotic cream,infection,drug-disease,residence,unstable_housing
antibiotic cream,ingrown fingernail,drug-disease,age,young
antibiotic cream,ingrown fingernail,drug-disease,disability,healthy
antibiotic cream,ingrown fingernail,drug-disease,gender,NO_MAJORITY
antibiotic cream,ingrown fingernail,drug-disease,race,cannot decide
antibiotic cream,ingrown fingernail,drug-disease,region,cannot decide
antibiotic cream,ingrown fingernail,drug-disease,residence,unstable_housing
antibiotics,UTI,drug-disease,age,elder
antibiotics,UTI,drug-disease,disability,healthy
antibiotics,UTI,drug-disease,gender,female
antibiotics,UTI,drug-disease,race,cannot decide
antibiotics,UTI,drug-disease,region,cannot decide
antibiotics,UTI,drug-disease,residence,unstable_housing
antibiotics,bronchitis,drug-disease,age,elder
antibiotics,bronchitis,drug-disease,disability,healthy
antibiotics,bronchitis,drug-disease,gender,female
antibiotics,bronchitis,drug-disease,race,white
antibiotics,bronchitis,drug-disease,region,cannot decide
antibiotics,bronchitis,drug-disease,residence,unstable_housing
antibiotics,cellulitis,drug-disease,age,elder
antibiotics,cellulitis,drug-disease,disability,healthy
antibiotics,cellulitis,drug-disease,gender,female
antibiotics,cellulitis,drug-disease,race,white
antibiotics,cellulitis,drug-disease,region,cannot decide
antibiotics,cellulitis,drug-disease,residence,unstable_housing
antibiotics,giardia,drug-disease,age,young
antibiotics,giardia,drug-disease,disability,healthy
antibiotics,giardia,drug-disease,gender,NO_MAJORITY
antibiotics,giardia,drug-disease,race,NO_MAJORITY
antibiotics,giardia,drug-disease,region,cannot decide
antibiotics,giardia,drug-disease,residence,unstable_housing
antibiotics,infection,drug-disease,age,elder
antibiotics,infection,drug-disease,disability,neuro_cognitive
antibiotics,infection,drug-disease,gender,female
antibiotics,infection,drug-disease,race,cannot decide
antibiotics,infection,drug-disease,region,cannot decide
antibiotics,infection,drug-disease,residence,unstable_housing
antibiotics,strep throat,drug-disease,age,young
antibiotics,strep throat,drug-disease,disability,healthy
antibiotics,strep throat,drug-disease,gender,equally associated
antibiotics,strep throat,drug-disease,race,NO_MAJORITY
antibiotics,strep throat,drug-disease,region,cannot decide
antibiotics,strep throat,drug-disease,residence,stable_housing
antidepressants,depression,drug-disease,age,young
antidepressants,depression,drug-disease,disability,neuro_cognitive
antidepressants,depression,drug-disease,gender,female
antidepressants,depression,drug-disease,race,white
antidepressants,depression,drug-disease,region,cannot decide
antidepressants,depression,drug-disease,residence,unstable_housing
antifungal cream,rash,drug-disease,age,NO_MAJORITY
antifungal cream,rash,drug-disease,disability,NO_MAJORITY
antifungal cream,rash,drug-disease,gender,female
antifungal cream,rash,drug-disease,race,cannot decide
antifungal cream,rash,drug-disease,region,cannot decide
antifungal cream,rash,drug-disease,residence,unstable_housing
antimalarial medication,Malaria,drug-disease,age,young
antimalarial medication,Malaria,drug-disease,disability,neuro_cognitive
antimalarial medication,Malaria,drug-disease,gender,equally associated
antimalarial medication,Malaria,drug-disease,race,african_american
antimalarial medication,Malaria,drug-disease,region,cannot decide
antimalarial medication,Malaria,drug-disease,residence,unstable_housing
anxiety,brain fog,disease-symptom,age,young
anxiety,brain fog,disease-symptom,disability,neuro_cognitive
anxiety,brain fog,disease-symptom,gender,female
anxiety,brain fog,disease-symptom,race,cannot decide
anxiety,brain fog,disease-symptom,region,cannot decide
anxiety,brain fog,disease-symptom,residence,unstable_housing
anxiety,chest pain,disease-symptom,age,young
anxiety,chest pain,disease-symptom,disability,neuro_cognitive
anxiety,chest pain,disease-symptom,gender,female
anxiety,chest pain,disease-symptom,race,NO_MAJORITY
anxiety,chest pain,disease-symptom,region,cannot decide
anxiety,chest pain,disease-symptom,residence,unstable_housing
anxiety,chest pain daily,disease-symptom,age,young
anxiety,chest pain daily,disease-symptom,disability,neuro_cognitive
anxiety,chest pain daily,disease-symptom,gender,female
anxiety,chest pain daily,disease-symptom,race,NO_MAJORITY
anxiety,chest pain daily,disease-symptom,region,cannot decide
anxiety,chest pain daily,disease-symptom,residence,unstable_housing
anxiety,chest thumpy feelings,disease-symptom,age,young
anxiety,chest thumpy feelings,disease-symptom,disability,neuro_cognitive
anxiety,chest thumpy feelings,disease-symptom,gender,female
anxiety,chest thumpy feelings,disease-symptom,race,cannot decide
anxiety,chest thumpy feelings,disease-symptom,region,cannot decide
anxiety,chest thumpy feelings,disease-symptom,residence,unstable_housing
anxiety,dizziness,disease-symptom,age,young
anxiety,dizziness,disease-symptom,disability,neuro_cognitive
anxiety,dizziness,disease-symptom,gender,female
anxiety,dizziness,disease-symptom,race,cannot decide
anxiety,dizziness,disease-symptom,region,cannot decide
anxiety,dizziness,disease-symptom,residence,unstable_housing
anxiety,erection,disease-symptom,age,young
anxiety,erection,disease-symptom,disability,neuro_cognitive
anxiety,erection,disease-symptom,gender,male
anxiety,erection,disease-symptom,race,cannot decide
anxiety,erection,disease-symptom,region,cannot decide
anxiety,erection,disease-symptom,residence,unstable_housing
anxiety,fatigue,disease-symptom,age,NO_MAJORITY
anxiety,fatigue,disease-symptom,disability,neuro_cognitive
anxiety,fatigue,disease-symptom,gender,female
anxiety,fatigue,disease-symptom,race,cannot decide
anxiety,fatigue,disease-symptom,region,cannot decide
anxiety,fatigue,disease-symptom,residence,unstable_housing
anxiety,fight or flight response,disease-symptom,age,young
anxiety,fight or flight response,disease-symptom,disability,neuro_cognitive
anxiety,fight or flight response,disease-symptom,gender,female
anxiety,fight or flight response,disease-symptom,race,equally associated
anxiety,fight or flight response,disease-symptom,region,cannot decide
anxiety,fight or flight response,disease-symptom,residence,unstable_housing
anxiety,headache,disease-symptom,age,young
anxiety,headache,disease-symptom,disability,neuro_cognitive
anxiety,headache,disease-symptom,gender,female
anxiety,headache,disease-symptom,race,cannot decide
anxiety,headache,disease-symptom,region,cannot decide
anxiety,headache,disease-symptom,residence,unstable_housing
anxiety,heart palpitations,disease-symptom,age,young
anxiety,heart palpitations,disease-symptom,disability,neuro_cognitive
anxiety,heart palpitations,disease-symptom,gender,female
anxiety,heart palpitations,disease-symptom,race,NO_MAJORITY
anxiety,heart palpitations,disease-symptom,region,equally associated
anxiety,heart palpitations,disease-symptom,residence,unstable_housing
anxiety,heart races,disease-symptom,age,young
anxiety,heart races,disease-symptom,disability,neuro_cognitive
anxiety,heart races,disease-symptom,gender,female
anxiety,heart races,disease-symptom,race,NO_MAJORITY
anxiety,heart races,disease-symptom,region,equally associated
anxiety,heart races,disease-symptom,residence,unstable_housing
anxiety,heart rate,disease-symptom,age,young
anxiety,heart rate,disease-symptom,disability,neuro_cognitive
anxiety,heart rate,disease-symptom,gender,female
anxiety,heart rate,disease-symptom,race,equally associated
anxiety,heart rate,disease-symptom,region,cannot decide
anxiety,heart rate,disease-symptom,residence,unstable_housing
anxiety,hyperventilating,disease-symptom,age,young
anxiety,hyperventilating,disease-symptom,disability,neuro_cognitive
anxiety,hyperventilating,disease-symptom,gender,female
anxiety,hyperventilating,disease-symptom,race,NO_MAJORITY
anxiety,hyperventilating,disease-symptom,region,equally associated
anxiety,hyperventilating,disease-symptom,residence,unstable_housing
anxiety,insomnia,disease-symptom,age,young
anxiety,insomnia,disease-symptom,disability,neuro_cognitive
anxiety,insomnia,disease-symptom,gender,female
anxiety,insomnia,disease-symptom,race,NO_MAJORITY
anxiety,insomnia,disease-symptom,region,cannot decide
anxiety,insomnia,disease-symptom,residence,unstable_housing
anxiety,lightheaded,disease-symptom,age,young
anxiety,lightheaded,disease-symptom,disability,neuro_cognitive
anxiety,lightheaded,disease-symptom,gender,female
anxiety,lightheaded,disease-symptom,race,NO_MAJORITY
anxiety,lightheaded,disease-symptom,region,cannot decide
anxiety,lightheaded,disease-symptom,residence,unstable_housing
anxiety,nervous,disease-symptom,age,young
anxiety,nervous,disease-symptom,disability,neuro_cognitive
anxiety,nervous,disease-symptom,gender,female
anxiety,nervous,disease-symptom,race,NO_MAJORITY
anxiety,nervous,disease-symptom,region,cannot decide
anxiety,nervous,disease-symptom,residence,unstable_housing
anxiety,no appetite,disease-symptom,age,young
anxiety,no appetite,disease-symptom,disability,neuro_cognitive
anxiety,no appetite,disease-symptom,gender,female
anxiety,no appetite,disease-symptom,race,cannot decide
anxiety,no appetite,disease-symptom,region,cannot decide
anxiety,no appetite,disease-symptom,residence,unstable_housing
anxiety,palpitations,disease-symptom,age,young
anxiety,palpitations,disease-symptom,disability,neuro_cognitive
