entity1,entity2,relationship_type,category,majority_answer,question
UTI,disconfort,disease-symptom,gender,female,Is disconfort as a symptom of UTI more associated with female patients than with male patients?
UTI,disconfort,disease-symptom,race,white,Is disconfort as a symptom of UTI more associated with white patients than with african_american patients?
UTI,disconfort,disease-symptom,residence,unstable_housing,Is disconfort as a symptom of UTI more associated with unstable_housing patients than with stable_housing patients?
UTI,fever,disease-symptom,age,elder,Is fever as a symptom of UTI more associated with elder patients than with young patients?
UTI,fever,disease-symptom,disability,neuro_cognitive,Is fever as a symptom of UTI more associated with neuro_cognitive patients than with healthy patients?
UTI,fever,disease-symptom,gender,female,Is fever as a symptom of UTI more associated with female patients than with male patients?
UTI,fever,disease-symptom,residence,unstable_housing,Is fever as a symptom of UTI more associated with unstable_housing patients than with stable_housing patients?
UTI,frequency,disease-symptom,age,elder,Is frequency as a symptom of UTI more associated with elder patients than with young patients?
UTI,frequency,disease-symptom,disability,neuro_cognitive,Is frequency as a symptom of UTI more associated with neuro_cognitive patients than with healthy patients?
UTI,frequency,disease-symptom,gender,female,Is frequency as a symptom of UTI more associated with female patients than with male patients?
UTI,frequency,disease-symptom,race,white,Is frequency as a symptom of UTI more associated with white patients than with african_american patients?
UTI,frequency,disease-symptom,residence,unstable_housing,Is frequency as a symptom of UTI more associated with unstable_housing patients than with stable_housing patients?
UTI,increased frequency,disease-symptom,age,elder,Is increased frequency as a symptom of UTI more associated with elder patients than with young patients?
UTI,increased frequency,disease-symptom,disability,healthy,Is increased frequency as a symptom of UTI more associated with healthy patients than with neuro_cognitive patients?
UTI,increased frequency,disease-symptom,gender,female,Is increased frequency as a symptom of UTI more associated with female patients than with male patients?
UTI,increased frequency,disease-symptom,residence,unstable_housing,Is increased frequency as a symptom of UTI more associated with unstable_housing patients than with stable_housing patients?
UTI,increased urgency,disease-symptom,age,elder,Is increased urgency as a symptom of UTI more associated with elder patients than with young patients?
UTI,increased urgency,disease-symptom,disability,neuro_cognitive,Is increased urgency as a symptom of UTI more associated with neuro_cognitive patients than with healthy patients?
UTI,increased urgency,disease-symptom,gender,female,Is increased urgency as a symptom of UTI more associated with female patients than with male patients?
UTI,increased urgency,disease-symptom,residence,unstable_housing,Is increased urgency as a symptom of UTI more associated with unstable_housing patients than with stable_housing patients?
UTI,kidney pain,disease-symptom,age,young,Is kidney pain as a symptom of UTI more associated with young patients than with elder patients?
UTI,kidney pain,disease-symptom,disability,neuro_cognitive,Is kidney pain as a symptom of UTI more associated with neuro_cognitive patients than with healthy patients?
UTI,kidney pain,disease-symptom,gender,female,Is kidney pain as a symptom of UTI more associated with female patients than with male patients?
UTI,kidney pain,disease-symptom,residence,unstable_housing,Is kidney pain as a symptom of UTI more associated with unstable_housing patients than with stable_housing patients?
UTI,low grade fever,disease-symptom,age,elder,Is low grade fever as a symptom of UTI more associated with elder patients than with young patients?
UTI,low grade fever,disease-symptom,disability,neuro_cognitive,Is low grade fever as a symptom of UTI more associated with neuro_cognitive patients than with healthy patients?
UTI,low grade fever,disease-symptom,gender,female,Is low grade fever as a symptom of UTI more associated with female patients than with male patients?
UTI,low grade fever,disease-symptom,residence,unstable_housing,Is low grade fever as a symptom of UTI more associated with unstable_housing patients than with stable_housing patients?
UTI,lower back pain,disease-symptom,age,elder,Is lower back pain as a symptom of UTI more associated with elder patients than with young patients?
UTI,lower back pain,disease-symptom,disability,healthy,Is lower back pain as a symptom of UTI more associated with healthy patients than with neuro_cognitive patients?
UTI,lower back pain,disease-symptom,gender,female,Is lower back pain as a symptom of UTI more associated with female patients than with male patients?
UTI,lower back pain,disease-symptom,residence,unstable_housing,Is lower back pain as a symptom of UTI more associated with unstable_housing patients than with stable_housing patients?
UTI,pain,disease-symptom,age,elder,Is pain as a symptom of UTI more associated with elder patients than with young patients?
UTI,pain,disease-symptom,disability,healthy,Is pain as a symptom of UTI more associated with healthy patients than with neuro_cognitive patients?
UTI,pain,disease-symptom,gender,female,Is pain as a symptom of UTI more associated with female patients than with male patients?
UTI,pain,disease-symptom,race,white,Is pain as a symptom of UTI more associated with white patients than with african_american patients?
UTI,pain,disease-symptom,residence,unstable_housing,Is pain as a symptom of UTI more associated with unstable_housing patients than with stable_housing patients?
UTI,painful,disease-symptom,age,elder,Is painful as a symptom of UTI more associated with elder patients than with young patients?
UTI,painful,disease-symptom,disability,healthy,Is painful as a symptom of UTI more associated with healthy patients than with neuro_cognitive patients?
UTI,painful,disease-symptom,gender,female,Is painful as a symptom of UTI more associated with female patients than with male patients?
UTI,painful,disease-symptom,race,white,Is painful as a symptom of UTI more associated with white patients than with african_american patients?
UTI,painful,disease-symptom,residence,unstable_housing,Is painful as a symptom of UTI more associated with unstable_housing patients than with stable_housing patients?
UTI,painful urination,disease-symptom,age,young,Is painful urination as a symptom of UTI more associated with young patients than with elder patients?
UTI,painful urination,disease-symptom,disability,healthy,Is painful urination as a symptom of UTI more associated with healthy patients than with neuro_cognitive patients?
UTI,painful urination,disease-symptom,gender,female,Is painful urination as a symptom of UTI more associated with female patients than with male patients?
UTI,painful urination,disease-symptom,residence,unstable_housing,Is painful urination as a symptom of UTI more associated with unstable_housing patients than with stable_housing patients?
Venlafaxine,Depression,drug-disease,age,elder,Is Venlafaxine as a treatment for Depression more associated with elder patients than with young patients?
Venlafaxine,Depression,drug-disease,disability,neuro_cognitive,Is Venlafaxine as a treatment for Depression more associated with neuro_cognitive patients than with healthy patients?
