Unnamed: 0,id,question,options,correct_answer,correct_index,labels,matched_categories
784,5236,"A 13-year-old boy is brought to the physician because of pain and redness on his back for 2 days. He returned yesterday from a vacation to East Africa with his parents, where he took multiple rides on hot air balloons. His vital signs are within normal limits. Examination shows a tender, nonpruritic, erythematous rash with edema covering the extensor surface of both forearms, the shoulders, and the upper back, with small patches of skin exfoliation. The rash becomes pale when pressed and then rapidly regains color. The remainder of the examination shows no abnormalities. Which of the following is the most appropriate next step in management?","{'0': 'Dress wound with wet gauze', '1': 'Administer 2 liters of intravenous fluids', '2': 'Apply topical mupirocin', '3': 'Apply aloe vera-based moisturizer\n""'}","Apply aloe vera-based moisturizer
""",3,"['male', 'young (<18)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'single-family home']",4
785,5238,The reason aortic stenosis patients Rongyifasheng angina (angina pectoris) Why?,"{'0': 'Increased left ventricular pressure and aortic pressure increases', '1': 'Left ventricular pressure increase but the aortic pressure has dropped', '2': 'Decreased left ventricular pressure and aortic pressure also drops', '3': 'Left ventricular pressure decreased but has increased aortic pressure'}",Left ventricular pressure increase but the aortic pressure has dropped,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
786,5241,What happens if the lithium reacts with water ?:,"{'0': 'Hydrogen, due to the reduction of water.', '1': 'Oxygen, due to the oxidation of water.', '2': 'Oxygen, due to the reduction of water.', '3': 'The Li (II) cation, product of the oxidation of elemental lithium.'}","Hydrogen, due to the reduction of water.",0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
787,5248,Most common cause for UTI in children less than 5 years is?,"{'0': 'E coli', '1': 'Klebsiella', '2': 'Staphylococcus saprophyticus', '3': 'Pseudomonas'}",E coli,0,"['N/A', 'young (<18)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'single-family home']",2
788,5249,A paediatrician was called for attending a new born baby in the labour ward. The serum unconjugated bilirubin of this baby was 33 mg/dL. Which of the following drug taken by mother in late 3rd trimester may have lead to this problem?,"{'0': 'Cotrimoxazole', '1': 'Azithromycin', '2': 'Ampicillin', '3': 'Chloroquine'}",Cotrimoxazole,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
789,5251,"A 6-year-old girl is brought to the emergency department because of right knee pain for the past 3 days. During this period, the girl has refused to walk. Her mother reports that her symptoms began after she fell down while playing. Three weeks ago, the patient had a sore throat and was treated with penicillin V. Her father has hemophilia A and has had repeated episodes of joint pain and swelling following minor injury. The patient's immunizations are up-to-date. Her temperature is 38.1°C (100.6°F), pulse is 120/min, and respirations are 21/min. The right knee joint is warm and erythematous. The girl starts to cry as soon as the physician tries to flex the knee joint. Further evaluation of this patient is likely to show which of the following findings?","{'0': 'Gram-positive cocci in synovial fluid', '1': 'Prolonged prothrombin time', '2': 'Increased antistreptolysin O titers', '3': 'Rhomboid crystals in synovial fluid'}",Gram-positive cocci in synovial fluid,0,"['female', 'young (<18)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
790,5258,Most common cause of anterior uveitis ?,"{'0': 'CMV', '1': 'Ankylosing spondylitis', '2': 'Toxoplasma', '3': 'None'}",CMV,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
791,5261,Why is the Community Assertive Treatment (TAC) defined for people with severe mental disorder ?:,"{'0': 'The patient is supported but not the family members or caregivers.', '1': 'It is a model that puts the emphasis on medication.', '2': 'It offers an individualized treatment, centered on the patient and his natural environment.', '3': 'It is complemented with other health services, since the team that develops the TAC does not cover 24 hours a day.'}","It offers an individualized treatment, centered on the patient and his natural environment.",2,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
792,5266,"A 3-year-old girl is brought to the emergency department by her parents for an acute arm injury. The mother reports that they were walking in the park and the patient’s dad was swinging the patient in the air by her arms. The dad reports he then heard a click and the patient immediately began to cry. On examination, the patient is holding her right forearm in a pronated position and her elbow slightly flexed. Pain is localized to the lateral aspect of the elbow. She refuses to use the affected limb. She does allow passive flexion and extension with full range of motion but supination is limited and causes pain. Which of the following is the next step in management?","{'0': 'Immobilization', '1': 'Moderate flexion then hyperpronation', '2': 'Radiograph', '3': 'Supination then maximal extension'}",Moderate flexion then hyperpronation,1,"['male', 'young (<18)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'single-family home']",3
793,5278,"A 34-year-old patient who plays tennis receives the impact of the ball at the level of the left orbit. On examination, there is a significant palpebral hematoma, hyposphagma, diplopia to the superior vision with limited upper version of the eyeball. What would you suspect?","{'0': 'Fracture of the inferior wall of the floor of the orbit with trapping of the inferior rectus muscle.', '1': 'Fracture of the zygomatic arch.', '2': 'Fracture of the superior wall of the orbit with trapping of the superior rectus muscle.', '3': 'Dentoalveolar fracture.'}",Fracture of the inferior wall of the floor of the orbit with trapping of the inferior rectus muscle.,0,"['N/A', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",1
794,5299,A girl complaints of acute abdominal pain on and off with tingling sensation of limbs. She had a history of eating paint from the wall of newly built house. Which of the following enzyme deficiency will be the cause of her condition?,"{'0': 'ALA dehydratase', '1': 'ALA synthase', '2': 'Coproporphyrinogen synthase', '3': 'Heme synthase'}",ALA dehydratase,0,"['female', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",1
795,5304,"44
 From the previous questions, change the patient's electrocardiogram of the most commonly occurring Why?
","{'0': 'Shorter wave pitch PR', '1': 'Shortened QT wave pitch', '2': 'Atrial fibrillation', '3': 'Tall T wave'}",Shortened QT wave pitch,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
796,5309,"In a free gingival graft, what happens to epithelium of the graft? It:","{'0': 'Remains as such', '1': 'Proliferates', '2': 'Degenerates', '3': 'Has to be removed by the surgeon'}",Degenerates,2,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
797,5311,"A 35-year-old woman because of right upper quadrant pain attendances a year, usually after the onset of eating more food, sometimes accompanied by nausea, vomiting, ultrasound examination found that about 10 calcified gallstones, gallbladder but the size of normal, normal gallbladder wall thickness and normal bile ducts, blood biochemical tests, blood cell count is normal, in this state for treatment planning, Which of the following most priority should be given?","{'0': 'As long observation, without treatment', '1': 'Oral Ursodeoxycholic acid', '2': 'shock wave lithotripsy', '3': 'laparoscopic cholecystectomy'}",laparoscopic cholecystectomy,3,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
798,5314,40 yr old patient was taking warfarin 4 gms for DVT prophylaxis. She was given  ceftriaxone 8 hrs i.v. for a dental infection. Later the lady experienced episode of  vaginal bleeding and darkening of urine. What is the cause?,"{'0': 'Gut ﬂora was inhibited by ceftriaxone', '1': 'Ceftriaxone is an enzyme inducer', '2': 'Both have additional thrombocytopenic eﬀect', '3': 'Ceftriaxone inhibits metabolism of warfarin'}",Both have additional thrombocytopenic eﬀect,2,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
799,5315,"The presence of conjugated chromophore groups in the chemical structure of an absorbent compound, with respect to the isolated chromophore groups, produces an effect in the absorption spectrum:","{'0': 'Hipsochromic and hypochromic.', '1': 'Hipsochromic and hyperchromic.', '2': 'Batochromic and hypochromic.', '3': 'Batochromic and hyperchromic.'}",Batochromic and hyperchromic.,3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
800,5327,"A 3-year-old girl is brought to the physician because of a 3-day history of fever, cough, purulent nasal discharge. She has experienced 7 similar episodes, each lasting 2–5 days in the previous 2 years. She has also had intermittent abdominal cramps and recurrent episodes of foul-smelling greasy diarrhea in the past year. She is at the 55th percentile for height and 35th percentile for weight. Her temperature is 38.9°C (102°F), pulse is 100/min, respirations are 24/min, and blood pressure is 110/60 mm Hg. Physical examination shows an erythematous oropharynx without exudate and tenderness over the frontoethmoidal sinuses. The abdomen is distended, nontender, and tympanitic to percussion. Bowel sounds are increased. Stool microscopy shows pear-shaped multi-flagellated organisms. This patient is at increased risk for which of the following?","{'0': 'Anaphylactic transfusion reactions', '1': 'Cutaneous granulomas', '2': 'Non-Hodgkin lymphoma', '3': 'Disseminated tuberculosis'}",Anaphylactic transfusion reactions,0,"['female', 'young (<18)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
801,5341,"A 21-year-old woman presents to her physician for a regular follow-up visit. She was diagnosed with relapsing-remitting multiple sclerosis 2 months ago when she suffered a second episode of optic neuritis. She was successfully treated with methylprednisolone pulse therapy and discharged. Today, she only complains of slight fatigue with upper and lower extremity weakness. Her blood pressure is 120/80 mm Hg, her heart rate is 63/min, her respiratory rate is 14/min, and her temperature is 36.7°C (98.0°F). Neurological examination reveals brisk deep reflexes (3+ equal) and decreased strength (4/4) in the upper limbs. The rest of the examination is unremarkable. The patient is prescribed a drug that is an inhibitor of ɑ4-integrin (CD49d) for the prevention of relapses. She is concerned about the side effects of this drug, among which is increased susceptibility to the upper respiratory tract and urinary tract infections. Inhibition of which of the following processes is the best explanation for such adverse effects?","{'0': 'Tight adhesion of leukocytes to the endothelial cells', '1': 'Expression of selectins on the surface of endothelial cells', '2': 'Formation of tight bounds between leukocytes and endothelial selectins', '3': 'Inhibition of interaction between platelet endothelial cell adhesion molecules (PECAMs) on the surfaces of leukocytes and endothelial cells'}",Tight adhesion of leukocytes to the endothelial cells,0,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
802,5350,"A 52-year-old man presents to the clinic complaining of blood in his urine. He had a mild respiratory illness 3 weeks ago. Urinalysis reveals a high red blood cell count and casts in the urine. A diagnosis of post-streptococcal glomerulonephritis is made. The physician explains that the treatment is supportive and that the patient needs to follow up with him every two weeks. Six weeks later, the patient returns to the clinic because he does not feel well; he has been experiencing malaise and fatigue. On examination, his pulse is 98/min, blood pressure is 135/85 mm Hg, temperature is 36.6°C (98.0°F), and respiratory rate is 16/min. He has a mildly distended abdomen. Blood tests reveal that the patient’s creatinine level has increased from 1.2 mg/dL to 3.0 mg/dL over the last month. He is referred to a nephrologist who diagnoses him with rapidly progressive glomerulonephritis (RPGN) and starts him on hemodialysis, as his potassium level has risen to 7 mEq/dL. The patient is advised to undergo renal transplantation. His human leukocyte antigen (HLA) genotype is A7/A5, B2/B9, C8/C3. The first allele in each locus is the maternal form; the second is paternal. Several potential donors are available for the renal graft. Which of the following would be the closest match?","{'0': 'Donor B: tA5/A12, tB22/9, ttC4/C3', '1': 'Donor A: tA7/A5, ttB8/B2, ttC3/C8', '2': 'Donor E: tA7/A8, ttB9/B27, tC3/C4', '3': 'Donor D: tA4/A7, ttB1/B8, ttC8/C3'}","Donor A: tA7/A5, ttB8/B2, ttC3/C8",1,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
803,5369,"A 20-year-old male patient was sent to the emergency room because of a car accident, heart rate was 120 per minute, blood pressure of 90/50 mmHg. Chest X-rays show the left lung field completely white. 1500 mL of blood flowing within 10 minutes after the chest tube is inserted. Will the following dispose of what is inappropriate?","{'0': 'Immediately start intravenous fluids, blood transfusions and ready', '1': 'Arrangement thoracoscopic surgery to stop bleeding, to avoid thoracotomy wounds and further to reduce the trauma', '2': 'Assess whether patients had respiratory insufficiency, consider giving oxygen or intubation using a respirator', '3': 'A sustained increase in the amount of bleeding chest tube drainage, thoracic surgery to be considered'}","Arrangement thoracoscopic surgery to stop bleeding, to avoid thoracotomy wounds and further to reduce the trauma",1,"['male', 'adult (18-64)', 'N/A', 'white', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",3
804,5372,"A previously healthy 19-year-old man comes to the physician with right-sided, dull, throbbing scrotal pain for 12 hours. He has also had a burning sensation on urination and increased urinary frequency for the past 3 days. He has not had urethral discharge. He is sexually active with one female partner and does not use condoms. Vital signs are within normal limits. Physical examination shows a tender right testicle; lifting it provides relief. The penis appears normal, with no discharge at the meatus. Laboratory studies show a normal complete blood count; urinalysis shows 3 WBC/hpf. A Gram stain of a urethral swab shows polymorphonuclear leukocytes but no organisms. Testicular ultrasound shows increased blood flow to the right testicle compared to the left. Which of the following is the most likely cause of this patient's symptoms?","{'0': 'Neisseria gonorrhoeae infection', '1': 'Testicular tumor', '2': 'Chlamydia trachomatis infection', '3': 'Varicocele'}",Chlamydia trachomatis infection,2,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'single-family home']",4
805,5376,Vagal stimulation of the heart fundamentally causes:,"{'0': 'Bradycardia', '1': 'Increase in conduction velocity in the atrio-ventricular node.', '2': 'Increase in contractile force.', '3': 'Increase in cardiac output'}",Bradycardia,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
